,trial,opinion,activated,algorithm,seed_size,algorithm_time
78,8,627.9347605945237,262,degree_solution,70,0.0025980472564697266
79,9,630.6555572703097,260,degree_solution,70,0.0056629180908203125
80,0,663.9942537145453,293,degree_solution,80,0.0026788711547851562
81,1,645.9018734186845,266,degree_solution,80,0.0024831295013427734
82,2,638.2918034889824,274,degree_solution,80,0.002672910690307617
83,3,645.4103596224729,259,degree_solution,80,0.0024328231811523438
84,4,636.8600563226518,244,degree_solution,80,0.0021381378173828125
85,5,633.7261593331217,262,degree_solution,80,0.0023670196533203125
86,6,622.004198813234,243,degree_solution,80,0.0023779869079589844
87,7,620.7467237572483,271,degree_solution,80,0.0024650096893310547
88,8,638.572093846482,291,degree_solution,80,0.002443075180053711
89,9,631.8822429994098,266,degree_solution,80,0.0023779869079589844
90,0,644.6810614868615,256,degree_solution,90,0.002447843551635742
91,1,639.2865073409672,269,degree_solution,90,0.00238800048828125
92,2,671.6202774653799,322,degree_solution,90,0.0025947093963623047
93,3,641.6522149668016,281,degree_solution,90,0.0023469924926757812
94,4,627.7828336882327,264,degree_solution,90,0.0025207996368408203
