,trial,opinion,activated,algorithm,seed_size,algorithm_time
95,5,637.4065619982883,277,degree_solution,90,0.0023696422576904297
96,6,635.3229450531996,262,degree_solution,90,0.002479076385498047
97,7,649.2381736185843,292,degree_solution,90,0.002665996551513672
98,8,656.0485568476629,294,degree_solution,90,0.0027070045471191406
99,9,655.5211922602591,285,degree_solution,90,0.0025482177734375
100,0,665.4446348235335,325,degree_solution,100,0.0024149417877197266
101,1,647.8383609492281,306,degree_solution,100,0.002549886703491211
102,2,621.7579904289189,258,degree_solution,100,0.0025861263275146484
103,3,634.0362068945823,265,degree_solution,100,0.0027408599853515625
104,4,656.6889001403798,306,degree_solution,100,0.0026133060455322266
105,5,660.9690006233226,307,degree_solution,100,0.0025827884674072266
106,6,622.9136530440247,261,degree_solution,100,0.0024089813232421875
107,7,664.3940792710363,309,degree_solution,100,0.0025238990783691406
108,8,653.0748690602645,271,degree_solution,100,0.002596139907836914
109,9,660.6578800905687,298,degree_solution,100,0.0028600692749023438
0,0,505.79485415847864,5,opinion_degree_solution,1,0.14454102516174316
1,1,513.0971918286004,4,opinion_degree_solution,1,0.1605839729309082
2,2,508.5643659063953,4,opinion_degree_solution,1,0.1651599407196045
3,3,496.8200816681255,6,opinion_degree_solution,1,0.16600918769836426
4,4,498.0353891587918,1,opinion_degree_solution,1,0.1621251106262207
5,5,516.7306170120482,6,opinion_degree_solution,1,0.1559910774230957
6,6,490.69595131900047,4,opinion_degree_solution,1,0.15845918655395508
7,7,506.7938462769705,4,opinion_degree_solution,1,0.16120195388793945
8,8,495.61809558160576,2,opinion_degree_solution,1,0.15660381317138672
9,9,502.94884228381466,3,opinion_degree_solution,1,0.15596890449523926
10,0,543.7442935996701,73,opinion_degree_solution,10,0.16346383094787598
11,1,537.535405511939,55,opinion_degree_solution,10,0.16373801231384277
12,2,553.7242193638627,74,opinion_degree_solution,10,0.1652538776397705
13,3,537.282316328736,60,opinion_degree_solution,10,0.16608095169067383
14,4,535.5496511448448,62,opinion_degree_solution,10,0.1683180332183838
15,5,538.7689443665715,54,opinion_degree_solution,10,0.16425275802612305
16,6,524.4213388710735,37,opinion_degree_solution,10,0.16639184951782227
17,7,525.5413238330484,49,opinion_degree_solution,10,0.16511893272399902
18,8,529.8402376620153,61,opinion_degree_solution,10,0.1700599193572998
19,9,547.4891026355949,46,opinion_degree_solution,10,0.16441082954406738
20,0,549.9868713466755,82,opinion_degree_solution,20,0.17078137397766113
21,1,573.2779319077424,107,opinion_degree_solution,20,0.1711430549621582
22,2,576.1492008213999,101,opinion_degree_solution,20,0.1705610752105713
23,3,559.5123962030468,104,opinion_degree_solution,20,0.17008614540100098
24,4,577.2141434183761,113,opinion_degree_solution,20,0.1699838638305664
25,5,559.3663866301746,102,opinion_degree_solution,20,0.17177891731262207
26,6,559.7755434685682,94,opinion_degree_solution,20,0.16968321800231934
27,7,570.6275332555325,93,opinion_degree_solution,20,0.16889405250549316
28,8,574.3449158223051,109,opinion_degree_solution,20,0.18106484413146973
29,9,556.3487853136755,90,opinion_degree_solution,20,0.16901516914367676
30,0,563.6710481564653,110,opinion_degree_solution,30,0.17615604400634766
31,1,573.6488588293881,129,opinion_degree_solution,30,0.1753559112548828
32,2,568.1482260515736,122,opinion_degree_solution,30,0.17623400688171387
33,3,570.1561964492734,116,opinion_degree_solution,30,0.17507004737854004
34,4,584.6710040181216,113,opinion_degree_solution,30,0.17696213722229004
35,5,586.0559865259314,143,opinion_degree_solution,30,0.17687511444091797
36,6,578.5765282601966,132,opinion_degree_solution,30,0.17951083183288574
37,7,585.9822447700047,135,opinion_degree_solution,30,0.17394495010375977
38,8,581.004967322449,118,opinion_degree_solution,30,0.17548799514770508
39,9,601.6968797968422,131,opinion_degree_solution,30,0.17285895347595215
40,0,623.1019423403242,200,opinion_degree_solution,40,0.17732977867126465
41,1,597.3837438579219,150,opinion_degree_solution,40,0.18090510368347168
42,2,601.0372802733218,155,opinion_degree_solution,40,0.1797170639038086
43,3,594.6520631412658,153,opinion_degree_solution,40,0.17868995666503906
44,4,590.0436791705232,134,opinion_degree_solution,40,0.17969918251037598
45,5,602.3798101052262,135,opinion_degree_solution,40,0.18586087226867676
46,6,606.1128697576373,174,opinion_degree_solution,40,0.18046903610229492
47,7,593.6300011919203,174,opinion_degree_solution,40,0.17848801612854004
48,8,612.796956291723,161,opinion_degree_solution,40,0.17923569679260254
49,9,607.0591166905117,162,opinion_degree_solution,40,0.18186092376708984
50,0,620.0477123595907,173,opinion_degree_solution,50,0.1859588623046875
51,1,622.6967486787817,175,opinion_degree_solution,50,0.1818089485168457
52,2,610.745573035534,174,opinion_degree_solution,50,0.18353009223937988
53,3,601.2719036094819,181,opinion_degree_solution,50,0.1849830150604248
54,4,604.2397489065771,162,opinion_degree_solution,50,0.18382477760314941
55,5,608.4968792066265,164,opinion_degree_solution,50,0.18482208251953125
56,6,611.4024304369677,145,opinion_degree_solution,50,0.18179988861083984
57,7,629.0986841654747,208,opinion_degree_solution,50,0.18350601196289062
58,8,630.0896406023301,207,opinion_degree_solution,50,0.18318605422973633
59,9,607.6418457739368,169,opinion_degree_solution,50,0.18227672576904297
60,0,609.4303053904842,180,opinion_degree_solution,60,0.18635106086730957
61,1,627.5786641143463,200,opinion_degree_solution,60,0.1863710880279541
62,2,619.0630468379803,215,opinion_degree_solution,60,0.19001388549804688
63,3,621.5065019829333,179,opinion_degree_solution,60,0.1878039836883545
64,4,613.3822084633917,196,opinion_degree_solution,60,0.18926715850830078
65,5,631.9591744104905,198,opinion_degree_solution,60,0.18915581703186035
66,6,631.2764325578437,186,opinion_degree_solution,60,0.18755793571472168
67,7,624.2916294642971,214,opinion_degree_solution,60,0.18517088890075684
68,8,619.9564153407943,140,opinion_degree_solution,60,0.18520092964172363
69,9,620.4077462235946,202,opinion_degree_solution,60,0.18755698204040527
70,0,650.8862970731287,223,opinion_degree_solution,70,0.18904399871826172
71,1,611.0840005247526,200,opinion_degree_solution,70,0.19029784202575684
72,2,628.4731136046528,210,opinion_degree_solution,70,0.18905282020568848
73,3,663.1908937053146,230,opinion_degree_solution,70,0.18629074096679688
74,4,621.1032757304811,178,opinion_degree_solution,70,0.19996976852416992
75,5,656.6379095543547,238,opinion_degree_solution,70,0.19319605827331543
76,6,613.128633268413,185,opinion_degree_solution,70,0.1992173194885254
77,7,639.792205309256,221,opinion_degree_solution,70,0.20407509803771973
78,8,626.4104594266246,173,opinion_degree_solution,70,0.19301486015319824
79,9,638.6815045123004,196,opinion_degree_solution,70,0.19059181213378906
80,0,663.2175831220134,222,opinion_degree_solution,80,0.19731783866882324
81,1,642.1131899069103,235,opinion_degree_solution,80,0.19470596313476562
82,2,634.606680926633,214,opinion_degree_solution,80,0.1907029151916504
83,3,632.9773121040428,199,opinion_degree_solution,80,0.1904740333557129
84,4,660.4974521180009,243,opinion_degree_solution,80,0.19427204132080078
85,5,648.2347893714438,230,opinion_degree_solution,80,0.21054697036743164
86,6,633.6175102642518,222,opinion_degree_solution,80,0.19472193717956543
87,7,652.5299239481252,227,opinion_degree_solution,80,0.19570207595825195
88,8,644.1379411486708,234,opinion_degree_solution,80,0.1959390640258789
89,9,626.2522872400955,200,opinion_degree_solution,80,0.1938638687133789
90,0,637.3012102936896,211,opinion_degree_solution,90,0.1984691619873047
91,1,669.045837478556,254,opinion_degree_solution,90,0.19945192337036133
92,2,672.619826464756,276,opinion_degree_solution,90,0.20644211769104004
93,3,656.3721803855673,255,opinion_degree_solution,90,0.20036602020263672
94,4,651.0803187956581,224,opinion_degree_solution,90,0.19742083549499512
95,5,686.0451660239852,269,opinion_degree_solution,90,0.19638776779174805
96,6,650.104995727023,231,opinion_degree_solution,90,0.2036447525024414
97,7,668.3643711823214,262,opinion_degree_solution,90,0.19689011573791504
98,8,664.782551472253,246,opinion_degree_solution,90,0.19712090492248535
99,9,652.6975887840317,241,opinion_degree_solution,90,0.20078706741333008
100,0,658.9916033095685,244,opinion_degree_solution,100,0.20140314102172852
101,1,655.6720184831418,262,opinion_degree_solution,100,0.1987757682800293
102,2,648.3612064696654,228,opinion_degree_solution,100,0.20090198516845703
103,3,646.6761364591248,240,opinion_degree_solution,100,0.1985769271850586
104,4,667.0299751845743,265,opinion_degree_solution,100,0.20112895965576172
105,5,662.4626331107285,265,opinion_degree_solution,100,0.20140433311462402
106,6,668.6799867126034,289,opinion_degree_solution,100,0.20172500610351562
107,7,672.8474255981475,279,opinion_degree_solution,100,0.20423388481140137
108,8,658.0933296747805,255,opinion_degree_solution,100,0.20160794258117676
109,9,675.5613164053603,260,opinion_degree_solution,100,0.19839692115783691
